0.277984,0.431231
0.188087,0.802987
0.131387,0.83678
0.135854,0.851535
0.104628,0.881986
0.179373,0.835952
0.108425,0.870084
0.0935878,0.888214
0.0939456,0.884543
0.0821588,0.907245
0.0794506,0.899498
0.0773905,0.906773
0.0684584,0.920166
0.0782561,0.910337
0.0735441,0.916868
0.0704721,0.920102
0.0774404,0.91352
0.0658028,0.916724
0.0717402,0.919554
0.0521468,0.935718
0.0554488,0.93618
0.0524273,0.934328
0.0528636,0.935342
0.124754,0.855964
0.0829551,0.900161
0.0829637,0.900099
0.0681732,0.924378
0.0517004,0.937673
0.054385,0.937424
0.0542456,0.936548
0.0557644,0.935023
0.0565844,0.93424
0.0579155,0.934386
0.0519382,0.939356
0.0580954,0.936715
0.0546564,0.937523
0.0573112,0.938104
0.0489068,0.939547
0.0530374,0.940021
0.0483641,0.942052
0.0569127,0.937153
0.0541205,0.942846
0.0534979,0.942598
0.0566485,0.941572
0.0562027,0.941905
0.0545041,0.94275
0.0638052,0.93809
0.0576188,0.941984
0.055951,0.943934
0.0575644,0.943264
