3.46844,0.451855
0.391577,0.58634
0.365936,0.650346
0.369525,0.672358
0.359346,0.664688
0.364761,0.555534
0.385926,0.677316
0.354899,0.605369
0.359106,0.661551
0.351751,0.636755
0.359379,0.583606
0.374035,0.676431
0.396696,0.440219
0.364393,0.664613
0.353643,0.648497
0.369154,0.487212
0.381899,0.449188
0.38841,0.442353
0.350767,0.664797
0.343845,0.645214
0.377404,0.488316
0.36453,0.601287
0.369736,0.489132
0.385353,0.645695
1.43318e+08,0.0956481
58.9383,0.479708
6.4708,0.409167
0.863327,0.282321
2.16954,0.406843
0.557783,0.40099
0.983276,0.194939
0.612278,0.403295
0.782102,0.361612
0.611459,0.404968
0.691717,0.40436
0.550303,0.410281
1.31553,0.162575
0.520512,0.402625
0.538775,0.40241
0.570487,0.403265
1.18288,0.40632
1.48185,0.406149
0.714269,0.403217
0.519898,0.403463
0.593354,0.436514
0.544904,0.427072
0.879159,0.403935
0.836837,0.201152
0.594229,0.404507
1.18667,0.403232
