0.380223,0.640487
0.221535,0.78824
0.193324,0.790801
0.13776,0.842638
0.135435,0.838864
0.164317,0.830781
0.154568,0.83431
0.123515,0.853277
0.124785,0.871446
0.110523,0.877322
0.10253,0.887911
0.112304,0.874288
0.113633,0.86563
0.111606,0.883673
0.176546,0.814948
0.113046,0.882865
0.121019,0.883424
0.0911827,0.896573
0.129857,0.871018
0.111468,0.885461
0.0995458,0.893038
0.0928027,0.892195
0.114958,0.876683
0.102986,0.88822
0.0773052,0.913294
0.0740689,0.911468
0.0685274,0.919669
0.0791018,0.912754
0.0978598,0.877617
0.0813533,0.911266
0.0703536,0.922106
0.0806318,0.909904
0.0655032,0.925874
0.0761278,0.919647
0.0776568,0.914244
0.0782848,0.918131
0.0693878,0.920339
0.0671943,0.92768
0.0723048,0.91482
0.0618596,0.930239
0.0702541,0.917511
0.177135,0.826613
0.12105,0.875423
0.0990796,0.892571
0.0796251,0.913047
0.0707883,0.925241
0.0693777,0.919364
0.0760958,0.912982
0.0849566,0.918116
0.0729888,0.915032
