0.154365,0.830463
0.197594,0.770112
0.129663,0.844523
0.147106,0.831675
0.104885,0.872035
0.0875484,0.890666
0.0887867,0.894228
0.0910621,0.900905
0.100328,0.891739
0.0907294,0.916187
0.105935,0.885924
0.0658758,0.922366
0.0939549,0.893896
0.0911164,0.898186
0.115706,0.854259
0.0918906,0.891635
0.0846812,0.895222
0.0882114,0.899715
0.0714696,0.911622
0.0731668,0.908184
0.0643892,0.921015
0.0638277,0.927176
0.0673207,0.920941
0.0649899,0.91631
0.0561491,0.932917
0.0572969,0.93154
0.0661424,0.928557
0.0546222,0.934192
0.0553509,0.932931
0.0576878,0.931659
0.090817,0.890816
0.0574359,0.932013
0.051599,0.93614
0.05502,0.932874
0.0529015,0.936689
0.0584019,0.931922
0.0504891,0.941477
0.0545488,0.9357
0.0602511,0.93792
0.049462,0.942375
0.0495468,0.940734
0.0574692,0.932323
0.0542742,0.939777
0.0900365,0.896093
0.0597796,0.927101
0.0545918,0.939499
0.0470662,0.945029
0.0556213,0.938527
0.0527615,0.941647
0.0476783,0.943157
