0.54298,0.404352
0.531918,0.404352
0.522031,0.404352
0.525161,0.412202
0.52869,0.443122
0.525372,0.408626
0.540416,0.467168
0.532103,0.467175
0.531457,0.467238
0.525582,0.466987
0.529371,0.471942
0.525157,0.450709
0.531209,0.474642
0.53486,0.485863
0.533226,0.481184
0.527513,0.473977
0.521245,0.46863
0.535988,0.472058
0.531732,0.487849
0.519177,0.467904
0.533228,0.472324
0.514768,0.434992
0.52197,0.467437
0.530225,0.475476
0.523522,0.460389
0.510751,0.404352
0.530323,0.404352
0.535229,0.404352
0.546437,0.404352
0.532377,0.404352
0.542443,0.404352
0.538793,0.404352
0.542177,0.404352
0.537413,0.404352
0.532408,0.404352
0.533302,0.404352
0.533403,0.404352
0.546316,0.404352
0.533374,0.404352
0.548408,0.404352
0.543791,0.404352
0.540386,0.404352
0.53687,0.404352
0.547674,0.404352
0.551919,0.404352
0.542035,0.404352
0.543399,0.404352
0.550162,0.404352
0.539466,0.404352
0.525205,0.404352
