0.230957,0.75913
0.162428,0.827488
0.125197,0.855946
0.108661,0.871646
0.0946695,0.883623
0.088139,0.89534
0.087707,0.891629
0.113586,0.862796
0.094369,0.895304
0.0775923,0.906559
0.0799583,0.908712
0.0885117,0.898771
0.0737529,0.912923
0.0693862,0.915549
0.0757451,0.911309
0.0779839,0.906966
0.0713051,0.917541
0.0564878,0.931399
0.0561407,0.934253
0.0750653,0.909457
0.0740468,0.92003
0.0556132,0.931987
0.0551826,0.932925
0.0486433,0.940265
0.0491899,0.939074
0.0527667,0.936894
0.0490892,0.939668
0.0576356,0.931595
0.0680852,0.934199
0.0545909,0.936664
0.0568792,0.941618
0.0479669,0.942467
0.0607029,0.939087
0.0643926,0.935769
0.0512449,0.940247
0.0834009,0.905605
0.0992864,0.8933
0.0703897,0.921426
0.0581772,0.930891
0.0539587,0.934294
0.0479565,0.94054
0.0459752,0.944435
0.0502878,0.939664
0.0425032,0.946751
0.0457599,0.945415
0.0466592,0.94631
0.0447387,0.947885
0.0449318,0.947503
0.0549433,0.940456
0.0461118,0.947006
